Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2015/09/24, 08:37:52,-46.954803,37.853336,84.23,252,314,-2,0,1
2015/09/24, 08:37:53,-46.9548,37.853325,83.3,0,314,0,0.9,1
2015/09/24, 08:37:54,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:37:55,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:37:56,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:37:57,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:37:58,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:37:59,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:38:00,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:38:01,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:38:02,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:38:03,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:38:04,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:38:05,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:38:06,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:38:07,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:38:08,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:38:09,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:38:10,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:38:11,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:38:12,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:38:13,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:38:14,-46.9548,37.853325,83.3,0,314,0,0,1
2015/09/24, 08:38:15,-46.9548,37.853325,83.3,0,314,-4,0,1
2015/09/25, 07:46:54,-46.963268,37.851673,89.89,1440,142,-2,0,1
2015/09/25, 08:49:04,-46.963879,37.851955,91.37,468,171,0,71.23,1
2015/09/25, 09:51:29,-46.963661,37.851982,45.77,0,189,0,24.33,1
2015/09/25, 10:54:52,-46.963802,37.851757,42.27,432,210,0,23.18,1
2015/09/25, 11:58:52,-46.9636,37.851936,64.79,288,60,0,26.25,1
2015/09/25, 13:02:32,-46.963623,37.851929,63.78,468,240,0,2.61,1
2015/09/25, 14:05:35,-46.963596,37.851944,65.01,0,315,0,3.21,1
2015/09/25, 15:08:47,-46.963604,37.851761,51.45,756,109,0,13.92,1
2015/09/25, 16:19:34,-46.9636,37.851925,65.7,252,325,0,12.45,1
2015/09/25, 17:22:15,-46.963593,37.851929,66.74,972,165,0,0.84,1
2015/09/25, 18:24:55,-46.96336,37.851971,102.48,72,201,0,26.1,1
2015/09/25, 19:28:34,-46.963589,37.851887,62.81,1800,157,0,26.25,1
2015/09/25, 20:32:56,-46.96413,37.852097,-57.51,648,213,0,62.23,1
2015/09/25, 21:37:02,-46.963627,37.851864,64.17,504,294,0,58.66,1
2015/09/25, 22:40:50,-46.963634,37.851891,55.35,720,119,0,2.19,1
2015/09/25, 23:44:35,-46.963421,37.851982,78.14,0,271,-4,24.67,1
2015/09/26, 00:47:33,-46.963646,37.851841,65.33,468,79,-2,0,1
2015/09/26, 01:50:00,-46.963638,37.851891,64.95,0,87,0,3.9,1
2015/09/26, 02:52:58,-46.963623,37.851917,63.99,36,93,0,2.58,1
2015/09/26, 03:55:55,-46.963619,37.85191,64.03,108,50,0,0.69,1
2015/09/26, 04:58:52,-46.96365,37.85186,67.48,144,267,0,5.13,1
2015/09/26, 06:02:04,-46.963654,37.851856,65.86,180,109,0,0.54,1
2015/09/26, 07:05:03,-46.963669,37.851852,67.52,1620,23,0,1.7,1
2015/09/26, 08:08:32,-46.963627,37.851788,69.43,324,143,0,6.74,1
2015/09/26, 09:11:16,-46.963631,37.85183,77.7,0,187,0,3.22,1
2015/09/26, 10:14:18,-46.963619,37.851898,72.93,0,226,0,5.33,1
2015/09/26, 11:18:23,-46.9636,37.851868,70.76,0,97,0,3.11,1
2015/09/26, 12:21:21,-46.963631,37.851879,71.43,144,113,0,3.55,1
2015/09/26, 13:24:25,-46.963581,37.851994,77.46,1620,217,0,10.35,1
2015/09/26, 14:28:33,-46.963615,37.851833,70.32,72,278,0,12.79,1
2015/09/26, 15:32:40,-46.963631,37.851868,67.29,0,349,0,3.2,1
2015/09/26, 16:35:15,-46.963631,37.851894,67.7,396,62,0,1.97,1
2015/09/26, 17:42:31,-46.963577,37.851891,71.03,252,292,0,6.01,1
2015/09/26, 18:44:21,-46.963642,37.851906,65.08,216,145,0,7.32,1
2015/09/26, 19:46:22,-46.96373,37.851871,62.72,0,122,0,10.14,1
2015/09/26, 20:49:03,-46.963654,37.851852,69.25,324,187,0,8.57,1
2015/09/26, 21:51:04,-46.963577,37.851898,69.81,0,68,0,9.25,1
2015/09/26, 22:52:57,-46.963604,37.851883,63.95,36,269,0,3.21,1
2015/09/26, 23:54:27,-46.963676,37.851841,59.13,720,153,-4,8.62,1
2015/09/27, 00:56:36,-46.963676,37.851864,62.67,612,331,-2,0,1
2015/09/27, 01:59:33,-46.963638,37.851849,68.14,324,205,0,4.38,1
2015/09/27, 03:01:35,-46.963692,37.851906,76.91,0,128,0,7.4,1
2015/09/27, 04:03:40,-46.963573,37.85191,64.36,0,177,0,13.24,1
2015/09/27, 05:06:22,-46.963654,37.851887,65.43,252,143,0,9.17,1
2015/09/27, 06:08:41,-46.963661,37.851852,73.58,0,158,0,2.77,1
2015/09/27, 07:09:48,-46.963634,37.851852,64.84,468,23,0,3,1
2015/09/27, 08:13:03,-46.963654,37.851921,65.28,648,311,0,5.69,1
2015/09/27, 09:16:46,-46.96373,37.851921,63.79,540,242,0,8.45,1
2015/09/27, 10:21:16,-46.963707,37.851891,69.14,252,349,0,3.42,1
2015/09/27, 11:26:28,-46.963646,37.851875,69.76,288,200,0,6.89,1
2015/09/27, 12:30:35,-46.963669,37.851933,65.15,0,138,0,5.09,1
2015/09/27, 13:34:32,-46.963612,37.851818,74.59,396,218,0,10.79,1
2015/09/27, 14:37:30,-46.963623,37.851845,63.67,36,174,0,2.39,1
2015/09/27, 15:40:21,-46.963642,37.851887,72.91,432,265,0,3.82,1
2015/09/27, 16:42:35,-46.963669,37.851852,70.25,0,229,0,4.01,1
2015/09/27, 17:46:04,-46.963657,37.851807,67.79,0,310,0,3.67,1
2015/09/27, 18:49:03,-46.963589,37.851921,72.75,504,213,0,11.49,1
2015/09/27, 19:50:30,-46.963623,37.851894,71.37,540,111,0,4.3,1
2015/09/27, 20:52:04,-46.963299,37.852112,81.48,2628,27,0,39.64,1
2015/09/27, 21:54:34,-46.963638,37.851902,71.5,36,156,0,40.93,1
2015/09/27, 22:56:40,-46.963589,37.852005,68.11,0,313,0,9.53,1
2015/09/27, 23:59:40,-46.96365,37.852005,69.87,0,97,-4,6.78,1
2015/09/28, 01:03:05,-46.963642,37.851826,70.41,792,111,-2,0,1
2015/09/28, 02:06:11,-46.96368,37.851944,62.53,0,98,0,9.9,1
2015/09/28, 03:09:30,-46.963627,37.851849,73.17,3492,5,0,9.31,1
2015/09/28, 04:11:41,-46.963665,37.851852,63.73,324,174,0,4.23,1
2015/09/28, 05:15:09,-46.96365,37.851894,62.18,252,99,0,3.6,1
2015/09/28, 06:17:20,-46.963764,37.852581,-42.33,756,139,0,53.65,1
2015/09/28, 07:18:56,-46.963631,37.851955,60.22,576,356,0,49.75,1
2015/09/28, 08:21:33,-46.963562,37.851875,68.51,72,101,0,9.78,1
2015/09/28, 09:24:27,-46.963596,37.851902,75.69,144,199,0,4.3,1
2015/09/28, 10:27:57,-46.963654,37.851936,72.15,468,57,0,6.95,1
2015/09/28, 11:33:03,-46.970341,37.855835,11.24,1620,167,0,800.26,1
2015/09/28, 12:34:56,-46.967087,37.845371,73.6,37800,170,0,872.56,1
2015/09/28, 13:37:40,-46.968094,37.849461,30.35,0,237,0,329.93,1
2015/09/28, 14:41:16,-46.968098,37.849438,21.18,576,56,0,1.8,1
2015/09/28, 15:43:33,-46.967957,37.849499,30.18,144,75,0,16.35,1
2015/09/28, 16:45:40,-46.967987,37.849613,55.59,0,354,0,9.27,1
2015/09/28, 17:47:50,-46.967823,37.849548,43.75,432,153,0,18.89,1
2015/09/28, 18:49:34,-46.966423,37.850395,14.13,144,172,0,168.42,1
2015/09/28, 19:51:23,-46.966377,37.85051,11.41,0,216,0,10.12,1
2015/09/28, 20:53:33,-46.966381,37.850452,9.5,288,286,0,4.42,1
2015/09/28, 21:55:16,-46.966434,37.850464,14.62,0,48,0,5.96,1
2015/09/28, 22:56:54,-46.96608,37.850838,47.18,0,49,0,48.53,1
2015/09/28, 23:59:04,-46.966404,37.850628,8.62,468,125,-4,39.39,1
2015/09/29, 01:08:35,-46.966412,37.85083,22.67,0,101,-2,0,1
2015/09/29, 02:10:56,-46.966473,37.850876,13.91,540,324,0,7.63,1
2015/09/29, 03:13:10,-46.966522,37.85088,17.13,0,175,0,5.46,1
2015/09/29, 04:14:52,-46.966496,37.851173,-0.55,0,199,0,22.42,1
2015/09/29, 05:19:11,-46.982544,37.83897,8.71,5184,57,0,2010.35,1
2015/09/29, 06:20:20,-46.963745,37.850815,67.13,1116,267,0,2275.36,1
2015/09/29, 07:21:41,-46.96843,37.848637,39.96,828,73,0,546.54,1
2015/09/29, 08:24:03,-46.968346,37.848545,42.26,648,37,0,11.66,1
2015/09/29, 09:26:55,-46.968399,37.84848,37.96,180,258,0,7.68,1
2015/09/29, 10:30:04,-46.968407,37.848515,39.39,468,310,0,2.8,1
2015/09/29, 11:32:52,-46.963985,37.85828,52.51,30060,328,0,889.3,1
2015/09/29, 12:34:17,-46.969753,37.854176,0.36,0,268,0,712.98,1
2015/09/29, 13:35:55,-46.975727,37.852867,8.18,2124,210,0,671.66,1
2015/09/29, 14:40:16,-46.974041,37.85025,5.29,1692,197,0,273.08,1
2015/09/29, 15:42:52,-46.974995,37.85284,8.35,1188,145,0,223.31,1
2015/09/29, 16:44:45,-46.968056,37.849365,31.63,900,175,0,815.39,1
2015/09/29, 17:47:57,-46.967972,37.849014,32.63,1368,342,0,28.22,1
2015/09/29, 18:50:43,-46.96796,37.849022,27.74,540,26,0,1.47,1
2015/09/29, 19:55:03,-46.967941,37.849022,29.74,468,185,0,2.11,1
2015/09/29, 20:57:58,-46.967953,37.848984,23.95,504,64,0,3.18,1
2015/09/29, 22:00:56,-46.968208,37.849113,35.44,684,38,0,30,1
2015/09/29, 23:05:33,-46.968197,37.849186,30.66,1188,54,-4,5.67,1
2015/09/30, 00:10:17,-46.96814,37.848392,-39.4,2052,251,-2,0,1
2015/09/30, 01:14:39,-46.968197,37.849213,42.76,864,235,0,62.62,1
2015/09/30, 02:19:34,-46.96822,37.849174,30.83,180,182,0,3.91,1
2015/09/30, 03:24:02,-46.968128,37.849064,48.11,360,41,0,13.2,1
2015/09/30, 04:28:31,-46.968174,37.84922,18.07,2520,141,0,12.9,1
